Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Thiago Barbosa,Acessórios,1771.72,949.06,0.4,0.56,2018-09-08
Letícia Ribeiro,Acessórios,1623.06,1081.32,0.48,0.48,2018-09-08
Enzo Nascimento,Casa,8188.36,1732.01,0.35,0.26,2018-09-08
Guilherme Santos,Casa,2356.54,4456.17,0.13,0.25,2018-09-08
Vitória Ribeiro,Brinquedo,2989.6,3708.29,0.13,0.3,2018-09-08
Julia Araújo,Esportes,1608.31,3851.23,0.51,0.3,2018-09-08
Lucas Rodrigues,Esportes,6171.85,2336.59,0.33,0.33,2018-09-08
Thiago Carvalho,Esportes,298.67,3867.96,0.42,0.29,2018-09-08
Mateus Barbosa,Eletrônicos,6305.57,4381.74,0.21,0.21,2018-09-08
Camila Carvalho,Casa,573.17,5976.51,0.26,0.31,2018-09-08
Diego Cardoso,Vestuário,5706.22,3218.75,0.27,0.17,2018-09-08
Jorge Santos,Brinquedo,4476.15,1434.42,0.18,0.28,2018-09-08
Raphael Silva,Papelaria,855.85,584.25,0.43,0.49,2018-09-08
Caroline Reis,Papelaria,694.02,860.93,0.23,0.43,2018-09-08
Letícia Nascimento,Eletrônicos,4967.1,1887.03,0.16,0.18,2018-09-09
Ana Sousa,Eletrônicos,2763.46,4988.85,0.1,0.16,2018-09-09
Gustavo Martins,Eletrônicos,3523.2,3732.66,0.24,0.19,2018-09-09
Beatriz Santos,Vestuário,1962.22,994.81,0.22,0.15,2018-09-09
Camila Lima,Vestuário,3362.14,1382.83,0.2,0.19,2018-09-09
Thiago Barbosa,Acessórios,1170.22,1421.64,0.24,0.4,2018-09-09
Letícia Ribeiro,Acessórios,315.26,1135.17,0.4,0.44,2018-09-09
Enzo Nascimento,Casa,4641.62,1569.91,0.13,0.22,2018-09-09
Guilherme Santos,Casa,242.64,2231.46,0.15,0.3,2018-09-09
Vitória Ribeiro,Brinquedo,1318.3,2406.03,0.35,0.29,2018-09-09
Julia Araújo,Esportes,8783.15,1609.48,0.17,0.35,2018-09-09
Lucas Rodrigues,Esportes,1281.41,5576.23,0.16,0.38,2018-09-09
Thiago Carvalho,Esportes,5152.3,1722.42,0.27,0.29,2018-09-09
Mateus Barbosa,Eletrônicos,2418.76,3648.57,0.08,0.19,2018-09-09
Camila Carvalho,Casa,4734.35,4385.9,0.41,0.31,2018-09-09
Diego Cardoso,Vestuário,367.61,3902.78,0.13,0.16,2018-09-09
Jorge Santos,Brinquedo,702.57,3750.82,0.33,0.24,2018-09-09
Raphael Silva,Papelaria,1199.67,588.7,0.58,0.43,2018-09-09
Caroline Reis,Papelaria,822.66,389.81,0.25,0.54,2018-09-09
Letícia Nascimento,Eletrônicos,5126.78,2624.25,0.23,0.17,2018-09-10
Ana Sousa,Eletrônicos,3913.67,1749.84,0.3,0.2,2018-09-10
Gustavo Martins,Eletrônicos,7464.93,1937.5,0.16,0.23,2018-09-10
Beatriz Santos,Vestuário,5087.32,2757.35,0.13,0.14,2018-09-10
Camila Lima,Vestuário,1109.23,1807.98,0.22,0.2,2018-09-10
Thiago Barbosa,Acessórios,286.83,1124.1,0.78,0.42,2018-09-10
Letícia Ribeiro,Acessórios,966.28,1495.34,0.58,0.42,2018-09-10
Enzo Nascimento,Casa,7015.57,5917.59,0.32,0.33,2018-09-10
Guilherme Santos,Casa,201.4,5606.22,0.21,0.33,2018-09-10
Vitória Ribeiro,Brinquedo,4698.95,1556.46,0.16,0.3,2018-09-10
Julia Araújo,Esportes,1806.54,1924.94,0.31,0.3,2018-09-10
Lucas Rodrigues,Esportes,4761.08,3565.29,0.18,0.35,2018-09-10
Thiago Carvalho,Esportes,1942.13,1440.21,0.13,0.27,2018-09-10
Mateus Barbosa,Eletrônicos,1894.35,4495.85,0.11,0.18,2018-09-10
Camila Carvalho,Casa,7829.62,3458.78,0.25,0.3,2018-09-10
Diego Cardoso,Vestuário,5276.5,1821.82,0.18,0.15,2018-09-10
Jorge Santos,Brinquedo,3712.16,2714.35,0.1,0.29,2018-09-10
Raphael Silva,Papelaria,889.38,248.97,0.63,0.41,2018-09-10
Caroline Reis,Papelaria,633.09,240.65,0.49,0.43,2018-09-10
Letícia Nascimento,Eletrônicos,3453.22,3098.49,0.28,0.18,2018-09-11
Ana Sousa,Eletrônicos,3343.16,3825.76,0.3,0.22,2018-09-11
Gustavo Martins,Eletrônicos,7307.96,5064.07,0.15,0.21,2018-09-11
Beatriz Santos,Vestuário,559.7,3902.81,0.08,0.2,2018-09-11
Camila Lima,Vestuário,3230.23,3912.43,0.13,0.21,2018-09-11
Thiago Barbosa,Acessórios,972.03,779.28,0.7,0.46,2018-09-11
Letícia Ribeiro,Acessórios,1461.98,789.39,0.38,0.48,2018-09-11
Enzo Nascimento,Casa,4779.28,4852.39,0.15,0.3,2018-09-11
Guilherme Santos,Casa,9029.2,3619.94,0.22,0.25,2018-09-11
Vitória Ribeiro,Brinquedo,3398.45,3563.05,0.16,0.28,2018-09-11
Julia Araújo,Esportes,4924.78,5071.82,0.43,0.27,2018-09-11
Lucas Rodrigues,Esportes,7314.57,2174.42,0.31,0.31,2018-09-11
Thiago Carvalho,Esportes,8937.85,2532.79,0.42,0.34,2018-09-11
Mateus Barbosa,Eletrônicos,1235.04,4730.52,0.26,0.22,2018-09-11
Camila Carvalho,Casa,3028.61,3518.96,0.21,0.29,2018-09-11
Diego Cardoso,Vestuário,4208.79,1551.64,0.22,0.19,2018-09-11
Jorge Santos,Brinquedo,1220.38,1430.42,0.19,0.24,2018-09-11
Raphael Silva,Papelaria,484.21,781.76,0.7,0.41,2018-09-11
Caroline Reis,Papelaria,1288.37,352.82,0.72,0.4,2018-09-11
Letícia Nascimento,Eletrônicos,8398.92,1860.34,0.14,0.22,2018-09-12
Ana Sousa,Eletrônicos,2960.35,2289.0,0.16,0.19,2018-09-12
Gustavo Martins,Eletrônicos,6971.5,5223.95,0.26,0.2,2018-09-12
Beatriz Santos,Vestuário,6202.92,3262.57,0.24,0.2,2018-09-12
Camila Lima,Vestuário,4355.4,1890.7,0.26,0.15,2018-09-12
Thiago Barbosa,Acessórios,66.88,1479.13,0.34,0.54,2018-09-12
Letícia Ribeiro,Acessórios,1588.48,589.22,0.34,0.52,2018-09-12
Enzo Nascimento,Casa,6460.42,1878.31,0.31,0.32,2018-09-12
Guilherme Santos,Casa,6786.32,3766.01,0.11,0.32,2018-09-12
Vitória Ribeiro,Brinquedo,6284.07,1480.16,0.12,0.27,2018-09-12
Julia Araújo,Esportes,4990.52,4161.47,0.45,0.29,2018-09-12
Lucas Rodrigues,Esportes,3396.48,4044.98,0.2,0.27,2018-09-12
Thiago Carvalho,Esportes,3437.83,3414.75,0.42,0.31,2018-09-12
Mateus Barbosa,Eletrônicos,484.97,4392.1,0.17,0.23,2018-09-12
Camila Carvalho,Casa,4589.75,4485.65,0.12,0.32,2018-09-12
Diego Cardoso,Vestuário,5299.48,2788.34,0.24,0.15,2018-09-12
Jorge Santos,Brinquedo,6249.71,2323.12,0.11,0.29,2018-09-12
Raphael Silva,Papelaria,807.55,281.03,0.2,0.47,2018-09-12
Caroline Reis,Papelaria,397.78,365.83,0.2,0.45,2018-09-12
Letícia Nascimento,Eletrônicos,2053.82,4290.05,0.24,0.18,2018-09-13
Ana Sousa,Eletrônicos,4922.8,1898.31,0.23,0.21,2018-09-13
Gustavo Martins,Eletrônicos,4819.6,4623.48,0.21,0.19,2018-09-13
Beatriz Santos,Vestuário,1365.88,1479.93,0.15,0.17,2018-09-13
Camila Lima,Vestuário,4770.77,3054.08,0.09,0.16,2018-09-13
Thiago Barbosa,Acessórios,274.28,521.06,0.4,0.58,2018-09-13
Letícia Ribeiro,Acessórios,1464.25,1566.27,0.72,0.6,2018-09-13
Enzo Nascimento,Casa,2897.68,2769.54,0.43,0.24,2018-09-13
Guilherme Santos,Casa,7270.03,2888.3,0.31,0.22,2018-09-13
Vitória Ribeiro,Brinquedo,2772.3,4382.94,0.18,0.24,2018-09-13
Julia Araújo,Esportes,1191.26,5464.75,0.33,0.29,2018-09-13
Lucas Rodrigues,Esportes,8429.47,3601.86,0.42,0.31,2018-09-13
Thiago Carvalho,Esportes,2911.03,4536.88,0.4,0.35,2018-09-13
Mateus Barbosa,Eletrônicos,7174.1,4916.79,0.29,0.19,2018-09-13
Camila Carvalho,Casa,2976.96,3732.53,0.19,0.31,2018-09-13
Diego Cardoso,Vestuário,1967.02,3595.05,0.1,0.17,2018-09-13
Jorge Santos,Brinquedo,4267.85,3743.72,0.15,0.23,2018-09-13
Raphael Silva,Papelaria,1172.85,522.45,0.49,0.52,2018-09-13
Caroline Reis,Papelaria,788.65,343.51,0.61,0.41,2018-09-13
Letícia Nascimento,Eletrônicos,5984.86,1424.46,0.24,0.18,2018-09-14
Ana Sousa,Eletrônicos,1184.73,1357.32,0.15,0.21,2018-09-14
Gustavo Martins,Eletrônicos,3521.01,1753.69,0.28,0.2,2018-09-14
Beatriz Santos,Vestuário,3444.98,3366.62,0.15,0.18,2018-09-14
Camila Lima,Vestuário,5400.22,1083.1,0.14,0.19,2018-09-14
Thiago Barbosa,Acessórios,1586.27,947.32,0.28,0.54,2018-09-14
Letícia Ribeiro,Acessórios,1721.51,1561.45,0.32,0.52,2018-09-14
Enzo Nascimento,Casa,8056.25,5819.92,0.35,0.22,2018-09-14
Guilherme Santos,Casa,7514.25,4445.23,0.15,0.25,2018-09-14
Vitória Ribeiro,Brinquedo,2595.75,1744.59,0.2,0.27,2018-09-14
Julia Araújo,Esportes,8075.36,3014.01,0.4,0.33,2018-09-14
Lucas Rodrigues,Esportes,7673.16,4296.55,0.22,0.29,2018-09-14
Thiago Carvalho,Esportes,3443.38,2766.15,0.34,0.36,2018-09-14
Mateus Barbosa,Eletrônicos,6951.66,1807.13,0.32,0.22,2018-09-14
Camila Carvalho,Casa,1331.6,3595.47,0.15,0.24,2018-09-14
Diego Cardoso,Vestuário,1420.02,2644.83,0.15,0.2,2018-09-14
Jorge Santos,Brinquedo,5972.8,3185.53,0.14,0.21,2018-09-14
Raphael Silva,Papelaria,627.95,423.96,0.31,0.45,2018-09-14
Caroline Reis,Papelaria,794.89,266.15,0.68,0.4,2018-09-14
Letícia Nascimento,Eletrônicos,8166.57,4820.69,0.13,0.23,2018-09-15
Ana Sousa,Eletrônicos,5792.05,4016.19,0.1,0.17,2018-09-15
Gustavo Martins,Eletrônicos,3102.84,4570.74,0.21,0.22,2018-09-15
Beatriz Santos,Vestuário,6398.72,1972.47,0.1,0.2,2018-09-15
Camila Lima,Vestuário,1462.25,2250.85,0.13,0.19,2018-09-15
Thiago Barbosa,Acessórios,619.5,604.56,0.24,0.44,2018-09-15
Letícia Ribeiro,Acessórios,1860.68,1253.63,0.76,0.48,2018-09-15
Enzo Nascimento,Casa,5425.57,4877.24,0.26,0.25,2018-09-15
Guilherme Santos,Casa,6733.76,3721.18,0.22,0.25,2018-09-15
Vitória Ribeiro,Brinquedo,2917.06,2551.14,0.14,0.27,2018-09-15
Julia Araújo,Esportes,4180.65,5479.56,0.49,0.26,2018-09-15
Lucas Rodrigues,Esportes,3671.81,4072.45,0.17,0.38,2018-09-15
Thiago Carvalho,Esportes,1341.07,4573.78,0.25,0.38,2018-09-15
Mateus Barbosa,Eletrônicos,3490.08,2625.33,0.29,0.18,2018-09-15
Camila Carvalho,Casa,4313.42,5335.84,0.19,0.23,2018-09-15
Diego Cardoso,Vestuário,5836.32,1248.84,0.15,0.18,2018-09-15
Jorge Santos,Brinquedo,3934.35,2130.18,0.11,0.24,2018-09-15
Raphael Silva,Papelaria,1209.62,285.59,0.2,0.49,2018-09-15
Caroline Reis,Papelaria,947.48,226.46,0.31,0.54,2018-09-15
Letícia Nascimento,Eletrônicos,2260.5,2234.35,0.17,0.17,2018-09-16
Ana Sousa,Eletrônicos,2896.64,2000.01,0.22,0.17,2018-09-16
Gustavo Martins,Eletrônicos,7056.54,2899.95,0.13,0.23,2018-09-16
Beatriz Santos,Vestuário,5402.14,3171.99,0.12,0.18,2018-09-16
Camila Lima,Vestuário,6149.15,1223.24,0.21,0.17,2018-09-16
Thiago Barbosa,Acessórios,1965.97,1698.27,0.38,0.58,2018-09-16
Letícia Ribeiro,Acessórios,135.27,1052.75,0.38,0.46,2018-09-16
Enzo Nascimento,Casa,6820.45,5686.1,0.26,0.28,2018-09-16
Guilherme Santos,Casa,9226.51,2099.51,0.41,0.32,2018-09-16
Vitória Ribeiro,Brinquedo,5899.24,3569.3,0.34,0.29,2018-09-16
Julia Araújo,Esportes,4745.01,1846.52,0.22,0.36,2018-09-16
Lucas Rodrigues,Esportes,8251.46,2381.05,0.44,0.38,2018-09-16
Thiago Carvalho,Esportes,6610.05,2274.5,0.26,0.35,2018-09-16
Mateus Barbosa,Eletrônicos,4059.12,3322.36,0.17,0.23,2018-09-16
Camila Carvalho,Casa,4636.2,1809.61,0.39,0.32,2018-09-16
Diego Cardoso,Vestuário,263.75,3125.64,0.15,0.17,2018-09-16
Jorge Santos,Brinquedo,6703.12,2999.41,0.3,0.2,2018-09-16
Raphael Silva,Papelaria,1340.84,689.81,0.41,0.52,2018-09-16
Caroline Reis,Papelaria,616.89,626.75,0.38,0.52,2018-09-16
Letícia Nascimento,Eletrônicos,6349.73,1858.35,0.26,0.18,2018-09-17
Ana Sousa,Eletrônicos,2440.11,1744.89,0.25,0.17,2018-09-17
Gustavo Martins,Eletrônicos,5821.05,1375.44,0.26,0.18,2018-09-17
Beatriz Santos,Vestuário,3710.71,2535.55,0.17,0.15,2018-09-17
Camila Lima,Vestuário,3800.82,3282.73,0.08,0.14,2018-09-17
Thiago Barbosa,Acessórios,240.85,1311.31,0.3,0.58,2018-09-17
Letícia Ribeiro,Acessórios,1423.06,951.47,0.34,0.58,2018-09-17
Enzo Nascimento,Casa,1378.58,2535.72,0.33,0.29,2018-09-17
Guilherme Santos,Casa,1608.01,1915.25,0.14,0.29,2018-09-17
Vitória Ribeiro,Brinquedo,5793.63,2944.81,0.36,0.3,2018-09-17
Julia Araújo,Esportes,5044.89,5184.82,0.18,0.31,2018-09-17
Lucas Rodrigues,Esportes,193.89,5066.48,0.51,0.33,2018-09-17
Thiago Carvalho,Esportes,3472.97,3236.02,0.13,0.33,2018-09-17
Mateus Barbosa,Eletrônicos,8286.97,3026.92,0.18,0.22,2018-09-17
Camila Carvalho,Casa,7547.1,2122.77,0.15,0.29,2018-09-17
Diego Cardoso,Vestuário,663.55,1372.23,0.18,0.15,2018-09-17
Jorge Santos,Brinquedo,3712.77,4093.03,0.4,0.24,2018-09-17
Raphael Silva,Papelaria,638.83,743.8,0.22,0.52,2018-09-17
Caroline Reis,Papelaria,308.09,356.11,0.63,0.5,2018-09-17
Letícia Nascimento,Eletrônicos,4038.54,2466.99,0.14,0.18,2018-09-18
Ana Sousa,Eletrônicos,1315.35,5166.78,0.26,0.22,2018-09-18
Gustavo Martins,Eletrônicos,3750.74,2042.17,0.27,0.18,2018-09-18
Beatriz Santos,Vestuário,1677.79,2450.8,0.21,0.15,2018-09-18
Camila Lima,Vestuário,5559.11,3598.1,0.14,0.2,2018-09-18
Thiago Barbosa,Acessórios,1242.2,1461.65,0.26,0.44,2018-09-18
Letícia Ribeiro,Acessórios,360.07,663.75,0.26,0.46,2018-09-18
Enzo Nascimento,Casa,5438.03,2437.64,0.17,0.23,2018-09-18
Guilherme Santos,Casa,7435.7,5906.18,0.21,0.24,2018-09-18
Vitória Ribeiro,Brinquedo,2472.91,1719.84,0.18,0.2,2018-09-18
Julia Araújo,Esportes,4489.16,5684.51,0.29,0.34,2018-09-18
Lucas Rodrigues,Esportes,4777.73,2827.52,0.25,0.35,2018-09-18
Thiago Carvalho,Esportes,4073.96,2782.65,0.4,0.33,2018-09-18
Mateus Barbosa,Eletrônicos,1123.92,4675.48,0.29,0.2,2018-09-18
Camila Carvalho,Casa,6224.16,4116.68,0.17,0.31,2018-09-18
Diego Cardoso,Vestuário,5767.11,3679.33,0.17,0.2,2018-09-18
Jorge Santos,Brinquedo,6857.99,2022.34,0.11,0.28,2018-09-18
Raphael Silva,Papelaria,107.55,727.89,0.36,0.4,2018-09-18
Caroline Reis,Papelaria,1098.86,470.3,0.22,0.49,2018-09-18
Letícia Nascimento,Eletrônicos,3658.61,4065.51,0.23,0.23,2018-09-19
Ana Sousa,Eletrônicos,5966.31,2187.81,0.2,0.18,2018-09-19
Gustavo Martins,Eletrônicos,4193.78,3268.16,0.14,0.17,2018-09-19
Beatriz Santos,Vestuário,2261.73,1697.91,0.24,0.2,2018-09-19
Camila Lima,Vestuário,5943.1,3297.11,0.12,0.2,2018-09-19
Thiago Barbosa,Acessórios,297.06,999.59,0.66,0.56,2018-09-19
Letícia Ribeiro,Acessórios,432.04,1404.04,0.78,0.52,2018-09-19
Enzo Nascimento,Casa,4560.72,5415.59,0.23,0.31,2018-09-19
Guilherme Santos,Casa,9511.17,5112.77,0.4,0.31,2018-09-19
Vitória Ribeiro,Brinquedo,4565.05,3961.13,0.37,0.22,2018-09-19
Julia Araújo,Esportes,9103.0,3320.17,0.39,0.33,2018-09-19
Lucas Rodrigues,Esportes,3010.77,1837.38,0.47,0.38,2018-09-19
Thiago Carvalho,Esportes,6408.45,2510.77,0.36,0.38,2018-09-19
Mateus Barbosa,Eletrônicos,6468.49,4337.19,0.21,0.24,2018-09-19
Camila Carvalho,Casa,722.23,1596.56,0.33,0.32,2018-09-19
Diego Cardoso,Vestuário,339.23,3175.14,0.14,0.2,2018-09-19
Jorge Santos,Brinquedo,1415.9,3528.82,0.13,0.29,2018-09-19
Raphael Silva,Papelaria,304.13,701.73,0.25,0.54,2018-09-19
Caroline Reis,Papelaria,100.38,272.62,0.18,0.43,2018-09-19
Letícia Nascimento,Eletrônicos,2526.83,3044.92,0.17,0.22,2018-09-20
Ana Sousa,Eletrônicos,4381.14,2376.45,0.2,0.2,2018-09-20
Gustavo Martins,Eletrônicos,6188.8,3864.27,0.19,0.2,2018-09-20
Beatriz Santos,Vestuário,6359.46,2028.48,0.17,0.19,2018-09-20
Camila Lima,Vestuário,3222.93,3165.41,0.15,0.19,2018-09-20
Thiago Barbosa,Acessórios,1391.67,570.62,0.72,0.42,2018-09-20
Letícia Ribeiro,Acessórios,2628.01,1234.13,0.38,0.42,2018-09-20
Enzo Nascimento,Casa,8708.06,1790.22,0.23,0.3,2018-09-20
Guilherme Santos,Casa,9420.88,5235.63,0.32,0.29,2018-09-20
Vitória Ribeiro,Brinquedo,2617.54,1168.48,0.36,0.3,2018-09-20
Julia Araújo,Esportes,6764.39,4587.0,0.21,0.27,2018-09-20
Lucas Rodrigues,Esportes,4669.71,3646.84,0.29,0.33,2018-09-20
Thiago Carvalho,Esportes,4053.57,5596.31,0.51,0.34,2018-09-20
Mateus Barbosa,Eletrônicos,2697.27,1390.25,0.14,0.23,2018-09-20
Camila Carvalho,Casa,9413.64,3069.04,0.32,0.33,2018-09-20
Diego Cardoso,Vestuário,5665.67,3710.11,0.13,0.15,2018-09-20
Jorge Santos,Brinquedo,5429.44,1229.81,0.23,0.24,2018-09-20
Raphael Silva,Papelaria,1210.84,878.98,0.31,0.41,2018-09-20
Caroline Reis,Papelaria,1204.17,406.27,0.38,0.43,2018-09-20
Letícia Nascimento,Eletrônicos,2251.11,5238.45,0.26,0.19,2018-09-21
Ana Sousa,Eletrônicos,5963.07,5255.55,0.21,0.22,2018-09-21
Gustavo Martins,Eletrônicos,8090.46,4011.65,0.12,0.22,2018-09-21
Beatriz Santos,Vestuário,3136.08,1884.04,0.14,0.17,2018-09-21
Camila Lima,Vestuário,2796.84,2309.33,0.08,0.19,2018-09-21
Thiago Barbosa,Acessórios,1646.38,982.75,0.42,0.42,2018-09-21
Letícia Ribeiro,Acessórios,1839.79,1571.75,0.4,0.52,2018-09-21
Enzo Nascimento,Casa,4152.77,1855.3,0.2,0.24,2018-09-21
Guilherme Santos,Casa,8543.13,3131.34,0.18,0.3,2018-09-21
Vitória Ribeiro,Brinquedo,3725.01,1730.86,0.36,0.26,2018-09-21
Julia Araújo,Esportes,7788.67,3902.67,0.36,0.38,2018-09-21
Lucas Rodrigues,Esportes,2405.11,5418.67,0.2,0.39,2018-09-21
Thiago Carvalho,Esportes,630.08,3659.96,0.26,0.38,2018-09-21
Mateus Barbosa,Eletrônicos,2782.71,5170.61,0.09,0.18,2018-09-21
Camila Carvalho,Casa,1204.13,4669.62,0.12,0.26,2018-09-21
Diego Cardoso,Vestuário,1706.15,3616.83,0.24,0.19,2018-09-21
Jorge Santos,Brinquedo,1658.46,1775.04,0.35,0.21,2018-09-21
Raphael Silva,Papelaria,113.9,803.73,0.41,0.5,2018-09-21
Caroline Reis,Papelaria,829.57,538.35,0.63,0.4,2018-09-21
Letícia Nascimento,Eletrônicos,786.6,3222.09,0.29,0.21,2018-09-22
Ana Sousa,Eletrônicos,7965.55,4545.76,0.26,0.18,2018-09-22
Gustavo Martins,Eletrônicos,1344.7,5067.94,0.22,0.17,2018-09-22
Beatriz Santos,Vestuário,5270.25,2460.19,0.17,0.16,2018-09-22
Camila Lima,Vestuário,4962.6,1230.29,0.14,0.15,2018-09-22
Thiago Barbosa,Acessórios,1400.25,884.95,0.22,0.58,2018-09-22
Letícia Ribeiro,Acessórios,1972.27,996.82,0.24,0.42,2018-09-22
Enzo Nascimento,Casa,6938.04,4600.46,0.35,0.25,2018-09-22
Guilherme Santos,Casa,4009.86,1910.96,0.41,0.3,2018-09-22
Vitória Ribeiro,Brinquedo,6966.23,2152.66,0.28,0.24,2018-09-22
Julia Araújo,Esportes,4562.48,2615.56,0.33,0.39,2018-09-22
Lucas Rodrigues,Esportes,3056.6,4390.61,0.48,0.31,2018-09-22
Thiago Carvalho,Esportes,4799.92,2128.88,0.43,0.36,2018-09-22
Mateus Barbosa,Eletrônicos,3876.88,2793.27,0.26,0.2,2018-09-22
Camila Carvalho,Casa,6826.66,6031.55,0.15,0.23,2018-09-22
Diego Cardoso,Vestuário,3849.24,3863.22,0.25,0.19,2018-09-22
Jorge Santos,Brinquedo,4377.46,1385.09,0.21,0.27,2018-09-22
Raphael Silva,Papelaria,27.46,789.36,0.7,0.47,2018-09-22
Caroline Reis,Papelaria,28.03,333.03,0.41,0.52,2018-09-22
Letícia Nascimento,Eletrônicos,6683.49,4236.78,0.15,0.18,2018-09-23
Ana Sousa,Eletrônicos,4416.63,4676.92,0.3,0.16,2018-09-23
Gustavo Martins,Eletrônicos,8321.84,2188.88,0.21,0.2,2018-09-23
Beatriz Santos,Vestuário,4885.29,2237.53,0.23,0.16,2018-09-23
Camila Lima,Vestuário,5791.1,2001.25,0.19,0.19,2018-09-23
Thiago Barbosa,Acessórios,298.2,1446.89,0.52,0.5,2018-09-23
Letícia Ribeiro,Acessórios,2109.09,1538.4,0.56,0.5,2018-09-23
Enzo Nascimento,Casa,7031.68,4322.26,0.18,0.24,2018-09-23
Guilherme Santos,Casa,2241.17,4225.64,0.17,0.29,2018-09-23
Vitória Ribeiro,Brinquedo,6668.97,2753.98,0.11,0.27,2018-09-23
Julia Araújo,Esportes,4462.21,3026.55,0.52,0.36,2018-09-23
Lucas Rodrigues,Esportes,5017.63,4802.5,0.25,0.33,2018-09-23
Thiago Carvalho,Esportes,6499.27,3088.17,0.26,0.26,2018-09-23
Mateus Barbosa,Eletrônicos,1363.25,4279.08,0.18,0.18,2018-09-23
Camila Carvalho,Casa,9135.49,2055.7,0.15,0.24,2018-09-23
Diego Cardoso,Vestuário,6298.94,2090.81,0.13,0.15,2018-09-23
Jorge Santos,Brinquedo,3089.37,2109.5,0.17,0.28,2018-09-23
Raphael Silva,Papelaria,1052.21,222.0,0.32,0.52,2018-09-23
Caroline Reis,Papelaria,545.3,707.81,0.52,0.4,2018-09-23
Letícia Nascimento,Eletrônicos,2569.23,3577.64,0.24,0.19,2018-09-24
Ana Sousa,Eletrônicos,1649.7,4519.48,0.14,0.19,2018-09-24
Gustavo Martins,Eletrônicos,176.56,5201.0,0.12,0.22,2018-09-24
Beatriz Santos,Vestuário,3290.62,2419.42,0.08,0.14,2018-09-24
Camila Lima,Vestuário,1728.52,2551.08,0.24,0.17,2018-09-24
Thiago Barbosa,Acessórios,2180.16,800.14,0.58,0.54,2018-09-24
Letícia Ribeiro,Acessórios,723.92,1235.96,0.44,0.5,2018-09-24
Enzo Nascimento,Casa,2586.04,5574.98,0.36,0.29,2018-09-24
Guilherme Santos,Casa,7610.53,4371.18,0.18,0.28,2018-09-24
Vitória Ribeiro,Brinquedo,5215.61,2839.05,0.35,0.26,2018-09-24
Julia Araújo,Esportes,2087.76,4517.6,0.29,0.34,2018-09-24
Lucas Rodrigues,Esportes,4999.58,2912.18,0.18,0.31,2018-09-24
Thiago Carvalho,Esportes,5254.8,4518.44,0.51,0.27,2018-09-24
Mateus Barbosa,Eletrônicos,8562.01,2700.43,0.26,0.18,2018-09-24
Camila Carvalho,Casa,547.06,5274.21,0.32,0.31,2018-09-24
Diego Cardoso,Vestuário,4108.77,1689.81,0.18,0.17,2018-09-24
Jorge Santos,Brinquedo,5273.94,2287.7,0.13,0.26,2018-09-24
Raphael Silva,Papelaria,61.19,841.72,0.32,0.52,2018-09-24
Caroline Reis,Papelaria,593.04,660.15,0.68,0.52,2018-09-24
Letícia Nascimento,Eletrônicos,1642.91,4918.45,0.26,0.22,2018-09-25
Ana Sousa,Eletrônicos,640.49,2882.66,0.12,0.22,2018-09-25
Gustavo Martins,Eletrônicos,3595.74,3819.46,0.13,0.17,2018-09-25
Beatriz Santos,Vestuário,474.46,2190.36,0.17,0.21,2018-09-25
Camila Lima,Vestuário,5212.7,2588.74,0.15,0.17,2018-09-25
Thiago Barbosa,Acessórios,2051.31,1365.62,0.48,0.5,2018-09-25
Letícia Ribeiro,Acessórios,241.85,1243.62,0.42,0.52,2018-09-25
Enzo Nascimento,Casa,2784.16,3527.54,0.42,0.29,2018-09-25
Guilherme Santos,Casa,5769.49,2543.49,0.23,0.3,2018-09-25
Vitória Ribeiro,Brinquedo,2100.02,3306.49,0.15,0.23,2018-09-25
Julia Araújo,Esportes,3709.09,1667.38,0.22,0.29,2018-09-25
Lucas Rodrigues,Esportes,9148.26,4402.64,0.33,0.31,2018-09-25
Thiago Carvalho,Esportes,1160.78,3731.79,0.43,0.27,2018-09-25
Mateus Barbosa,Eletrônicos,4675.65,2939.07,0.18,0.18,2018-09-25
Camila Carvalho,Casa,5885.39,1639.04,0.19,0.26,2018-09-25
Diego Cardoso,Vestuário,3102.59,1775.3,0.15,0.15,2018-09-25
Jorge Santos,Brinquedo,3996.15,2670.14,0.14,0.24,2018-09-25
Raphael Silva,Papelaria,1008.28,433.05,0.18,0.38,2018-09-25
Caroline Reis,Papelaria,1329.96,686.56,0.63,0.45,2018-09-25
Letícia Nascimento,Eletrônicos,6154.31,2725.44,0.26,0.22,2018-09-26
Ana Sousa,Eletrônicos,383.59,3782.79,0.22,0.2,2018-09-26
Gustavo Martins,Eletrônicos,3809.4,4039.58,0.25,0.18,2018-09-26
Beatriz Santos,Vestuário,4522.37,1785.21,0.24,0.21,2018-09-26
Camila Lima,Vestuário,4476.97,3751.44,0.08,0.16,2018-09-26
Thiago Barbosa,Acessórios,132.6,1104.25,0.48,0.44,2018-09-26
Letícia Ribeiro,Acessórios,2076.11,1083.86,0.36,0.56,2018-09-26
Enzo Nascimento,Casa,9531.49,3025.76,0.44,0.31,2018-09-26
Guilherme Santos,Casa,6261.82,3349.88,0.34,0.28,2018-09-26
Vitória Ribeiro,Brinquedo,5195.62,2993.78,0.29,0.25,2018-09-26
Julia Araújo,Esportes,1533.32,2036.55,0.3,0.38,2018-09-26
Lucas Rodrigues,Esportes,3626.5,4325.59,0.43,0.3,2018-09-26
